Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
CHESTERFIELD AVE & W 15TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.322105,-123.075502
FELL LANE & HANES AVE & MARINE DR,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.322336,-123.097965
MARINE DR & PEMBERTON AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.323845,-123.107769
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.324292,-123.122442
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.324341,-123.09107
E 18TH ST & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.325148,-123.069119
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.326226,-123.072214
MAHON AVE & W 19TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.32629,-123.078469
E 20TH ST & LONSDALE AVE & W 20TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.327252,-123.072188
CAPILANO RD & GARDEN AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.327335,-123.11913
JONES AVE & W 20TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.327365,-123.081524
EDGEMONT BLVD & FELL AVE & W 21ST ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.328456,-123.09261
NORCROSS WAY & RIDGEWOOD DR,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.339501,-123.112743
FREDERICK RD & HENDECOURT RD,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.341824,-123.045092
E BRAEMAR RD & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.343248,-123.068523
CAPILANO RD & EDGEMONT BLVD,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.343933,-123.112187
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,2,49.311704,-123.021179
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,August   ,NORTH VANCOUVER,2020,2,49.319986,-123.0914
LONSDALE AVE & W 16TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,2,49.323097,-123.072295
BOWSER AVE & MARINE DR,Property Damage Only,August   ,NORTH VANCOUVER,2020,2,49.32392,-123.116151
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,2,49.328258,-123.072147
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,3,49.31564,-123.037579
E 13TH ST & LONSDALE AVE & W 13TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,3,49.319966,-123.072373
GARDEN AVE & MARINE DR,Property Damage Only,August   ,NORTH VANCOUVER,2020,4,49.323939,-123.118907
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,5,49.331967,-123.072107
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,6,49.332551,-123.117171
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,7,49.304852,-123.027413
MOUNTAIN HWY & RUPERT ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.307953,-123.031978
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.308476,-123.073354
CROWN ST & MOUNTAIN HWY,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.308812,-123.031974
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.311036,-123.014719
FERN ST & MOUNTAIN HWY,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.311494,-123.032601
BROWNING PL & MT SEYMOUR PKY,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.311888,-123.007596
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.312423,-123.082584
CHESTERFIELD AVE & W 2ND ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.314018,-123.080955
E 4TH ST & LONSDALE AVE & W 4TH ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.314216,-123.076274
LYTTON ST & MT SEYMOUR PKY,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.315281,-123.00129
APEX AVE & MT SEYMOUR PKY,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.31562,-122.980213
E 8TH ST & ST GEORGES AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.316544,-123.069453
PEMBERTON AVE & W 1ST ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.316992,-123.107926
FELL AVE & W 1ST ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.318039,-123.094731
4TH ST & W 2ND ST & W 3RD ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.319047,-123.089786
E 12TH LANE & LONSDALE LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.31946,-123.071472
ANNE MACDONALD WAY & MT SEYMOUR RD & ACCESS ROAD,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.322905,-122.971079
FELL AVE & W 16TH ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.323237,-123.094577
MACKAY RD & MARINE DR,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.32381,-123.102143
BRIDGMAN AVE & MARINE DR,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.323878,-123.110573
MARINE DR & PHILIP AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.323893,-123.113368
E 17TH ST & EASTERN AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.324129,-123.070707
E 19TH ST & GRAND BLVD,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.326098,-123.060336
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.326226,-123.072214
CAPILANO RD & GARDEN AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.327335,-123.11913
E 21ST ST & RUFUS DR,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.328201,-123.046144
LYNN VALLEY RD & MORGAN RD,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.32934,-123.05269
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.330404,-123.088327
SUNNYSIDE DR & TERRACE AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.332865,-123.112748
E 29TH ST & REGENT AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.335615,-123.060839
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Property Damage Only,December ,NORTH VANCOUVER,2020,1,49.339494,-123.114523
BOND ST & MOUNTAIN HWY,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.307046,-123.032007
E ESPLANADE & LONSDALE AVE & W ESPLANADE,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.311047,-123.079495
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.313299,-123.040514
GARDEN AVE & MARINE DR,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.323939,-123.118907
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.325164,-123.089494
GLADWIN DR & LLOYD AVE & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.332725,-123.104711
E 27TH ST & FROMME RD & LYNN VALLEY RD,Property Damage Only,December ,NORTH VANCOUVER,2020,2,49.334069,-123.04381
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Property Damage Only,December ,NORTH VANCOUVER,2020,3,49.315935,-122.968956
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,3,49.321159,-123.094648
MACKAY AVE & MARINE DR,Property Damage Only,December ,NORTH VANCOUVER,2020,3,49.32359,-123.10122
MARINE DR & PEMBERTON AVE,Property Damage Only,December ,NORTH VANCOUVER,2020,3,49.323845,-123.107769
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,3,49.328871,-123.053569
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,6,49.324292,-123.122442
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,8,49.331967,-123.072107
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,December ,NORTH VANCOUVER,2020,11,49.33199,-123.088135
CATES LANDING WAY & DOLLARTON HWY,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.304128,-122.963733
FRONT ST & RIVERSIDE DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.306511,-123.014405
OLD DOLLARTON RD & SEYMOUR RIVER PL,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.306613,-123.018084
E ESPLANADE & PARK ST & SPIRIT TRAIL & ST PATRICKS AVE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.307163,-123.070349
MOUNTAIN HWY & RUPERT ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.307953,-123.031978
E 3RD ST & MOODY AVE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.308505,-123.060243
E KEITH RD & LYNNMOUTH AVE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.313266,-123.03815
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.313299,-123.040514
E 4TH ST & LONSDALE AVE & W 4TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.314216,-123.076274
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.314795,-123.080147
ARBORLYNN DR & MOUNTAIN HWY,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.317043,-123.036063
FORBES AVE & W 3RD ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.317265,-123.085826
MISSION RD & W 3RD ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.317949,-123.087399
LLOYD AVE & ROOSEVELT CRES & W 15TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.322016,-123.104963
FELL LANE & HANES AVE & MARINE DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.322336,-123.097965
FELL AVE & W 16TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.323237,-123.094577
LLOYD AVE & MARINE DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.323815,-123.104899
CHESTERFIELD AVE & W 17TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.324177,-123.075432
ARBORLYNN DR & HOSKINS RD,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.325379,-123.030177
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.326226,-123.072214
BRIARLYNN CRES & E 20TH ST & VIEWLYNN DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.326603,-123.034778
GALLANT AVE & PANORAMA DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.326766,-122.950633
E 20TH ST & LONSDALE AVE & W 20TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.327252,-123.072188
CHESTERFIELD AVE & W 20TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.327296,-123.075359
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.328871,-123.053569
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.330354,-123.081515
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.330404,-123.088327
E 27TH ST & MOUNTAIN HWY,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.33335,-123.037883
EDGEMONT BLVD & NEWMARKET DR,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.33368,-123.096771
E 29TH ST & WILLIAM AVE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.335544,-123.050449
E 29TH ST & LONSDALE AVE & W 29TH ST,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.335657,-123.07201
E QUEENS RD & REGENT AVE,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.336498,-123.060786
PAISLEY RD & RIDGEWOOD DR & SUNSET BLVD,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.339381,-123.107532
E OSBORNE RD & LONSDALE AVE & SANDRINGHAM CRES & W OSBORNE RD,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.340153,-123.071919
DUVAL RD & PETERS RD,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.34163,-123.022098
DYCK RD & MOUNTAIN HWY,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.34715,-123.037818
CAPILANO RD & MONTROYAL BLVD,Property Damage Only,February ,NORTH VANCOUVER,2020,1,49.356181,-123.106134
DOLLARTON HWY & RIVERSIDE DR W,Property Damage Only,June     ,NORTH VANCOUVER,2023,2,49.305271,-123.019825
FELL AVE & W 1ST ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,2,49.318039,-123.094731
E 13TH ST & ST GEORGES AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,2,49.319934,-123.069253
PEMBERTON AVE & W 15TH ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,2,49.322044,-123.107785
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,June     ,NORTH VANCOUVER,2023,2,49.330404,-123.088327
MAIN ST & MOUNTAIN HWY,Property Damage Only,June     ,NORTH VANCOUVER,2023,3,49.305167,-123.032063
MARINE DR & PHILIP AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,3,49.323893,-123.113368
LYNN AVE & MAIN ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,4,49.306469,-123.036923
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,7,49.331967,-123.072107
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,7,49.33199,-123.088135
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,9,49.304852,-123.027413
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,12,49.31564,-123.037579
CATES PARK RD & DOLLARTON HWY & TURNING LANE,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.304003,-122.957212
DOLLAR RD & ROSLYN BLVD,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.307715,-122.951564
DOLLARTON HWY & SLEIL-WAUTUTH RD,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.308375,-122.988504
HUNTER ST & MOUNTAIN HWY,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.310665,-123.032614
BROWNING PL & MT SEYMOUR PKY,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.311888,-123.007596
E 5TH ST & ST ANDREWS AVE,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.31243,-123.069264
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2023,7,49.332551,-123.117171
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2023,8,49.304852,-123.027413
LYNN AVE & MANSFIELD PL,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.307314,-123.036885
E 3RD ST & MOODY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.308505,-123.060243
CROWN ST & HARBOUR AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.308859,-123.03408
VICTORY SHIP WAY & WALLACE MEWS,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.31036,-123.079038
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.311437,-123.028213
E 2ND ST & LONSDALE AVE & W 2ND ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.312668,-123.077854
E KEITH RD & OLD LILLOOET RD,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.312751,-123.028355
CHESTERFIELD AVE & W 1ST ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.313211,-123.081809
CHESTERFIELD AVE & W 3RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.314795,-123.080147
JONES AVE & W KEITH RD,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.31999,-123.081725
E 15TH ST & ST ANDREWS AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.322011,-123.066122
E 17TH ST & ST ANDREWS AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.324083,-123.066063
E 18TH ST & LONSDALE AVE & W 18TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.325178,-123.07224
CHESTERFIELD AVE & W 19TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.326259,-123.07539
LLOYD AVE & W 22ND ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.329878,-123.104779
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.330354,-123.081515
MOUNTAIN HWY & ST STEPHENS PL,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.331469,-123.037979
E 29TH ST & LYNN VALLEY RD & VALLEY CENTRE AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.335253,-123.041583
DEL RIO DR & W QUEENS RD & ACCESS ROAD & PARKING ACCESS & SERVICE ROAD,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.335852,-123.093293
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.339494,-123.114523
MAPLERIDGE DR & MONTROYAL BLVD,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.356222,-123.099054
E KEITH RD & RIDGEWAY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.31358,-123.063189
LYTTON ST & MT SEYMOUR PKY,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.315281,-123.00129
LILLOOET RD & PURCELL WAY,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.317565,-123.023979
E 13TH ST & GRAND BLVD E,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.319802,-123.056393
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.323112,-123.100131
MARINE DR & PEMBERTON AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.323845,-123.107769
CAPILANO RD & GARDEN AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,2,49.327335,-123.11913
MAIN ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2023,3,49.305167,-123.032063
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,3,49.328871,-123.053569
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,3,49.330237,-123.072132
BROOKSBANK AVE & COTTON RD & TURNING LANE,Casualty,December ,NORTH VANCOUVER,2022,2,49.307057,-123.040407
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,December ,NORTH VANCOUVER,2022,2,49.31564,-123.037579
FELL AVE & MARINE DR & TURNING LANE,Casualty,December ,NORTH VANCOUVER,2022,2,49.321159,-123.094648
MARINE DR & PEMBERTON AVE,Casualty,December ,NORTH VANCOUVER,2022,2,49.323845,-123.107769
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Casualty,December ,NORTH VANCOUVER,2022,3,49.304852,-123.027413
E 15TH ST & LONSDALE AVE & W 15TH ST,Casualty,December ,NORTH VANCOUVER,2022,3,49.322069,-123.072318
GARDEN AVE & WELCH ST,Casualty,December ,NORTH VANCOUVER,2022,4,49.317676,-123.118307
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Casualty,December ,NORTH VANCOUVER,2022,4,49.319986,-123.0914
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Casualty,December ,NORTH VANCOUVER,2022,7,49.332551,-123.117171
HARBOUR AVE & MAIN ST,Casualty,February ,NORTH VANCOUVER,2022,1,49.305823,-123.034207
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,February ,NORTH VANCOUVER,2022,1,49.311437,-123.028213
LILLOOET RD & MT SEYMOUR PKY & TURNING LANE,Casualty,February ,NORTH VANCOUVER,2022,1,49.31237,-123.025305
E 3RD ST & LONSDALE AVE & W 3RD ST,Casualty,February ,NORTH VANCOUVER,2022,1,49.31343,-123.077042
E KEITH RD & GRAND BLVD E,Casualty,February ,NORTH VANCOUVER,2022,1,49.313491,-123.056563
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Casualty,February ,NORTH VANCOUVER,2022,1,49.315935,-122.968956
PEMBERTON AVE & W 1ST ST,Casualty,February ,NORTH VANCOUVER,2022,1,49.316992,-123.107926
